,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2018-12-31,12,2018-12-31,11.440000000000001,6.85,63.6,986.0799999999999,257.8,5.16,310.5,162.6,305.0
2019-01-01,1,2019-01-01,8.627272727272727,10.709090909090909,67.9090909090909,994.7363636363636,36.45454545454545,5.445454545454546,16.272727272727273,116.45454545454545,119.27272727272727
2019-01-02,1,2019-01-02,3.436363636363637,31.62727272727273,94.9090909090909,993.7818181818183,8.090909090909092,5.081818181818182,0.0,32.54545454545455,32.54545454545455
2019-01-03,1,2019-01-03,6.5181818181818185,15.536363636363637,79.27272727272727,989.7363636363636,283.54545454545456,5.263636363636363,238.27272727272728,125.45454545454545,219.1818181818182
2019-01-04,1,2019-01-04,11.20909090909091,8.990909090909092,48.81818181818182,990.5909090909091,301.90909090909093,3.9,720.0,49.72727272727273,364.54545454545456
2019-01-05,1,2019-01-05,13.945454545454544,5.536363636363637,59.09090909090909,992.9909090909091,225.54545454545453,3.0818181818181816,716.4545454545455,56.72727272727273,371.3636363636364
2019-01-06,1,2019-01-06,16.454545454545453,16.21818181818182,73.72727272727273,991.3181818181819,182.0,5.509090909090909,160.36363636363637,155.1818181818182,200.1818181818182
2019-01-07,1,2019-01-07,19.818181818181817,30.472727272727273,77.27272727272727,991.4090909090909,231.54545454545453,3.3909090909090907,122.18181818181819,168.63636363636363,223.45454545454547
2019-01-08,1,2019-01-08,17.963636363636365,15.936363636363636,71.72727272727273,995.0181818181817,247.63636363636363,2.9454545454545453,378.0,115.72727272727273,310.09090909090907
2019-01-09,1,2019-01-09,12.536363636363639,16.027272727272727,48.90909090909091,1003.4545454545453,27.454545454545453,5.109090909090909,486.1818181818182,105.0,332.8181818181818
2019-01-10,1,2019-01-10,11.963636363636363,24.8,58.63636363636363,998.7727272727273,117.36363636363636,2.3181818181818183,46.18181818181818,154.8181818181818,170.27272727272728
2019-01-11,1,2019-01-11,14.009090909090911,26.39090909090909,74.72727272727273,990.5818181818181,155.63636363636363,4.872727272727273,2.4545454545454546,85.54545454545455,85.72727272727273
2019-01-12,1,2019-01-12,12.381818181818181,11.936363636363637,67.54545454545455,991.7909090909089,302.45454545454544,6.127272727272726,660.8181818181819,65.18181818181819,368.8181818181818
2019-01-13,1,2019-01-13,8.181818181818182,9.981818181818182,63.63636363636363,1000.4181818181819,40.0,4.7,621.2727272727273,80.72727272727273,365.72727272727275
2019-01-14,1,2019-01-14,7.272727272727272,12.618181818181819,65.72727272727273,1002.7363636363636,14.454545454545455,2.7727272727272725,231.45454545454547,132.9090909090909,258.72727272727275
2019-01-15,1,2019-01-15,9.618181818181817,19.245454545454546,70.0,999.2727272727275,145.72727272727272,1.3818181818181818,1.3636363636363635,97.0,97.0909090909091
2019-01-16,1,2019-01-16,13.163636363636362,23.35454545454546,84.18181818181819,995.8000000000001,187.27272727272728,3.1545454545454548,0.36363636363636365,86.36363636363636,86.36363636363636
2019-01-17,1,2019-01-17,16.881818181818183,13.445454545454549,67.72727272727273,993.781818181818,284.45454545454544,2.9909090909090907,588.6363636363636,81.63636363636364,368.1818181818182
2019-01-18,1,2019-01-18,17.57272727272727,23.681818181818187,82.9090909090909,986.9545454545455,208.63636363636363,6.318181818181817,18.636363636363637,59.63636363636363,62.09090909090909
2019-01-19,1,2019-01-19,8.572727272727272,9.381818181818183,48.09090909090909,992.5818181818183,319.1818181818182,10.245454545454546,629.1818181818181,80.27272727272727,382.3636363636364
2019-01-20,1,2019-01-20,6.636363636363637,7.072727272727272,48.90909090909091,1000.0636363636363,159.27272727272728,2.909090909090909,634.5454545454545,89.9090909090909,383.0
2019-01-21,1,2019-01-21,11.863636363636363,9.118181818181817,66.36363636363636,993.1363636363639,163.45454545454547,6.045454545454546,498.27272727272725,109.81818181818181,349.09090909090907
2019-01-22,1,2019-01-22,18.418181818181818,26.181818181818176,73.27272727272727,983.4,185.0909090909091,7.218181818181818,24.272727272727273,68.36363636363636,71.27272727272727
2019-01-23,1,2019-01-23,7.354545454545455,8.39090909090909,42.81818181818182,993.4090909090909,321.3636363636364,6.6909090909090905,679.2727272727273,62.0,401.0
2019-01-24,1,2019-01-24,9.863636363636363,8.518181818181818,48.36363636363637,992.1363636363636,193.45454545454547,3.8909090909090907,732.2727272727273,61.90909090909091,406.3636363636364
2019-01-25,1,2019-01-25,10.845454545454544,10.863636363636362,60.90909090909091,997.2727272727273,146.0,3.036363636363636,119.81818181818181,196.36363636363637,252.72727272727272
2019-01-26,1,2019-01-26,12.30909090909091,14.581818181818186,72.45454545454545,994.9272727272728,94.0909090909091,1.1090909090909091,225.72727272727272,181.1818181818182,284.45454545454544
2019-01-27,1,2019-01-27,13.299999999999999,11.463636363636363,64.63636363636364,994.2818181818183,299.90909090909093,2.827272727272727,644.8181818181819,75.63636363636364,405.3636363636364
2019-01-28,1,2019-01-28,16.0,12.854545454545452,56.63636363636363,984.4090909090909,228.72727272727272,4.0636363636363635,628.4545454545455,83.54545454545455,387.8181818181818
2019-01-29,1,2019-01-29,6.872727272727272,6.818181818181818,39.0,997.4909090909092,56.90909090909091,4.572727272727272,671.7272727272727,75.18181818181819,420.09090909090907
2019-01-30,1,2019-01-30,7.618181818181818,11.645454545454545,41.54545454545455,996.6363636363636,111.72727272727273,2.8,142.72727272727272,185.54545454545453,265.72727272727275
2019-01-31,1,2019-01-31,11.927272727272726,24.3,77.18181818181819,993.0090909090908,147.0,3.0545454545454547,0.0,94.0,94.0
2019-02-01,2,2019-02-01,15.754545454545456,22.381818181818183,89.27272727272727,992.0818181818181,122.18181818181819,2.909090909090909,0.36363636363636365,123.54545454545455,123.54545454545455
2019-02-02,2,2019-02-02,16.500000000000004,27.154545454545453,91.9090909090909,991.0,144.1818181818182,3.290909090909091,0.18181818181818182,65.54545454545455,65.54545454545455
2019-02-03,2,2019-02-03,19.863636363636363,29.981818181818184,81.0909090909091,985.6454545454545,194.54545454545453,4.609090909090909,68.72727272727273,160.0909090909091,190.9090909090909
2019-02-04,2,2019-02-04,21.61818181818182,31.00909090909091,79.18181818181819,985.5545454545455,207.36363636363637,3.6727272727272724,34.0,153.54545454545453,163.54545454545453
2019-02-05,2,2019-02-05,22.209090909090907,32.03636363636364,80.45454545454545,985.0454545454547,183.63636363636363,5.290909090909091,12.272727272727273,152.63636363636363,157.0
2019-02-06,2,2019-02-06,23.4,35.33636363636363,80.0909090909091,983.9000000000001,185.54545454545453,6.390909090909091,0.09090909090909091,79.45454545454545,79.54545454545455
2019-02-07,2,2019-02-07,18.34166666666667,23.916666666666668,54.5,989.3416666666668,278.9166666666667,6.291666666666667,7.916666666666667,109.58333333333333,114.75
2019-02-08,2,2019-02-08,2.233333333333334,16.55,61.0,1005.3916666666669,21.25,6.608333333333333,1.3333333333333333,71.5,71.66666666666667
2019-02-09,2,2019-02-09,3.008333333333333,23.25833333333333,75.58333333333333,1004.5500000000001,55.083333333333336,3.233333333333333,0.0,74.25,74.25
2019-02-10,2,2019-02-10,9.218181818181817,30.19090909090909,91.63636363636364,994.5636363636364,135.8181818181818,1.7,0.36363636363636365,101.18181818181819,101.27272727272727
2019-02-11,2,2019-02-11,13.725,32.88333333333333,87.91666666666667,985.8916666666668,203.41666666666666,4.083333333333333,0.6666666666666666,77.25,77.41666666666667
2019-02-12,2,2019-02-12,12.875,9.133333333333335,50.5,994.3499999999999,216.75,6.058333333333334,714.9166666666666,59.5,446.0
2019-02-13,2,2019-02-13,12.441666666666665,4.016666666666667,47.166666666666664,996.9499999999999,148.91666666666666,3.991666666666666,622.9166666666666,101.75,431.0833333333333
2019-02-14,2,2019-02-14,18.175,17.78333333333333,60.666666666666664,985.9666666666667,205.25,5.866666666666666,420.0,137.58333333333334,384.6666666666667
2019-02-15,2,2019-02-15,22.75833333333333,26.458333333333332,55.333333333333336,980.8416666666668,225.16666666666666,4.608333333333333,394.6666666666667,155.66666666666666,360.8333333333333
2019-02-16,2,2019-02-16,16.625,30.791666666666668,56.416666666666664,981.125,92.16666666666667,2.8000000000000003,20.0,197.25,201.33333333333334
2019-02-17,2,2019-02-17,15.274999999999999,16.699999999999996,44.833333333333336,983.375,142.16666666666666,5.825,504.4166666666667,118.33333333333333,413.0833333333333
2019-02-18,2,2019-02-18,11.158333333333337,10.733333333333333,44.416666666666664,993.1999999999999,40.666666666666664,5.466666666666666,463.6666666666667,144.16666666666666,408.0833333333333
2019-02-19,2,2019-02-19,7.041666666666668,25.441666666666666,78.33333333333333,988.5416666666666,37.333333333333336,3.7916666666666665,6.166666666666667,46.333333333333336,47.666666666666664
2019-02-20,2,2019-02-20,10.716666666666667,9.283333333333333,53.0,987.5583333333334,279.3333333333333,3.3499999999999996,662.1666666666666,77.0,462.5833333333333
2019-02-21,2,2019-02-21,12.499999999999998,22.183333333333334,55.333333333333336,986.4416666666667,66.83333333333333,2.9416666666666664,40.0,80.33333333333333,87.91666666666667
2019-02-22,2,2019-02-22,14.475,26.391666666666666,84.41666666666667,986.4333333333334,136.0,2.216666666666667,0.0,94.83333333333333,94.83333333333333
2019-02-23,2,2019-02-23,17.916666666666668,10.958333333333336,48.0,985.6500000000001,255.5,6.283333333333334,490.1666666666667,134.5,437.1666666666667
2019-02-24,2,2019-02-24,13.591666666666669,4.733333333333333,33.25,997.8083333333334,74.5,4.816666666666666,718.1666666666666,79.83333333333333,488.9166666666667
2019-02-25,2,2019-02-25,14.941666666666665,12.733333333333334,43.333333333333336,996.875,117.0,4.325,208.66666666666666,195.83333333333334,306.3333333333333
2019-02-26,2,2019-02-26,17.150000000000002,24.891666666666666,80.83333333333333,993.0833333333334,124.33333333333333,2.233333333333333,64.75,160.16666666666666,197.0
2019-02-27,2,2019-02-27,20.616666666666667,22.958333333333332,78.58333333333333,990.0666666666667,180.0,2.0833333333333335,157.91666666666666,169.33333333333334,257.8333333333333
2019-02-28,2,2019-02-28,12.833333333333334,31.091666666666665,71.66666666666667,990.4916666666667,43.166666666666664,3.125,22.416666666666668,63.583333333333336,68.83333333333333
2019-03-01,3,2019-03-01,13.366666666666667,23.008333333333336,75.58333333333333,989.8833333333332,138.0,1.8,1.0,104.16666666666667,104.25
2019-03-02,3,2019-03-02,13.566666666666663,30.683333333333334,92.75,989.9333333333333,70.41666666666667,2.6583333333333337,0.25,78.08333333333333,78.08333333333333
2019-03-03,3,2019-03-03,8.508333333333335,24.433333333333334,85.41666666666667,990.4499999999999,70.25,6.166666666666667,0.75,80.75,80.75
2019-03-04,3,2019-03-04,2.4666666666666663,15.524999999999999,43.416666666666664,998.3333333333331,8.0,6.908333333333334,1.6666666666666667,171.33333333333334,171.5
2019-03-05,3,2019-03-05,2.4384615384615387,8.607692307692307,36.46153846153846,1003.8538461538462,5.615384615384615,5.446153846153847,465.9230769230769,135.76923076923077,425.0769230769231
2019-03-06,3,2019-03-06,7.823076923076924,11.184615384615386,42.07692307692308,1002.1846153846152,112.46153846153847,3.423076923076923,358.84615384615387,168.07692307692307,397.38461538461536
2019-03-07,3,2019-03-07,16.653846153846153,16.700000000000003,63.38461538461539,992.5076923076923,193.6153846153846,5.207692307692308,162.69230769230768,203.23076923076923,321.61538461538464
2019-03-08,3,2019-03-08,22.799999999999997,24.530769230769234,73.46153846153847,985.7538461538462,194.3846153846154,5.6692307692307695,36.15384615384615,177.3846153846154,200.30769230769232
2019-03-09,3,2019-03-09,24.558333333333337,22.083333333333332,54.083333333333336,982.125,257.4166666666667,4.85,393.75,142.75,426.3333333333333
2019-03-10,3,2019-03-10,22.76153846153846,29.73076923076923,68.15384615384616,987.2307692307693,136.46153846153845,3.8076923076923075,9.923076923076923,157.53846153846155,159.07692307692307
2019-03-11,3,2019-03-11,18.208333333333332,38.208333333333336,91.08333333333333,992.5749999999999,53.5,3.5500000000000003,0.0,116.33333333333333,116.33333333333333
2019-03-12,3,2019-03-12,20.39230769230769,34.43076923076923,86.23076923076923,989.7692307692306,127.07692307692308,6.453846153846154,0.0,171.07692307692307,171.07692307692307
2019-03-13,3,2019-03-13,22.184615384615388,22.707692307692312,63.30769230769231,979.6307692307691,218.76923076923077,5.9692307692307685,463.15384615384613,105.84615384615384,430.6923076923077
2019-03-14,3,2019-03-14,20.438461538461542,9.923076923076923,33.07692307692308,986.0692307692308,317.0769230769231,5.400000000000001,697.5384615384615,74.84615384615384,507.53846153846155
2019-03-15,3,2019-03-15,13.676923076923076,11.446153846153845,31.384615384615383,998.9307692307692,14.307692307692308,6.946153846153847,276.0,194.69230769230768,334.0769230769231
2019-03-16,3,2019-03-16,13.123076923076923,11.838461538461539,32.69230769230769,1000.9076923076924,39.30769230769231,4.26923076923077,156.6153846153846,224.76923076923077,312.15384615384613
2019-03-17,3,2019-03-17,14.376923076923077,12.038461538461538,39.61538461538461,998.8076923076923,49.53846153846154,2.592307692307692,517.1538461538462,125.07692307692308,482.38461538461536
2019-03-18,3,2019-03-18,16.153846153846153,12.77692307692308,40.07692307692308,997.3615384615385,80.0,3.0846153846153848,545.6153846153846,122.46153846153847,490.2307692307692
2019-03-19,3,2019-03-19,17.323076923076925,15.538461538461538,42.92307692307692,996.3615384615384,138.76923076923077,3.4076923076923076,189.0,248.30769230769232,358.38461538461536
2019-03-20,3,2019-03-20,18.407692307692308,17.06153846153846,51.23076923076923,995.623076923077,215.46153846153845,1.8846153846153846,244.23076923076923,190.76923076923077,375.2307692307692
2019-03-21,3,2019-03-21,19.146153846153847,12.961538461538462,41.61538461538461,995.6692307692308,274.9230769230769,0.8230769230769229,649.4615384615385,93.15384615384616,520.3846153846154
2019-03-22,3,2019-03-22,21.323076923076922,19.315384615384616,48.23076923076923,992.653846153846,162.69230769230768,3.8461538461538467,536.5384615384615,146.30769230769232,482.84615384615387
2019-03-23,3,2019-03-23,22.04615384615385,27.73076923076923,58.15384615384615,990.2230769230769,175.3846153846154,6.007692307692308,3.076923076923077,139.0,140.07692307692307
2019-03-24,3,2019-03-24,22.892307692307693,25.853846153846156,67.23076923076923,990.3076923076923,186.46153846153845,4.915384615384616,87.6923076923077,193.15384615384616,246.84615384615384
2019-03-25,3,2019-03-25,23.43846153846154,25.699999999999996,67.07692307692308,991.7846153846156,157.07692307692307,2.876923076923077,237.46153846153845,208.76923076923077,357.38461538461536
2019-03-26,3,2019-03-26,20.784615384615385,13.792307692307691,46.23076923076923,997.0923076923077,50.53846153846154,3.9153846153846157,682.0769230769231,95.15384615384616,538.3846153846154
2019-03-27,3,2019-03-27,20.715384615384615,17.553846153846155,49.46153846153846,996.730769230769,137.07692307692307,4.538461538461538,601.7692307692307,127.0,519.2307692307693
2019-03-28,3,2019-03-28,21.60769230769231,23.87692307692308,57.69230769230769,992.9615384615385,165.07692307692307,6.230769230769232,266.38461538461536,222.6153846153846,415.0769230769231
2019-03-29,3,2019-03-29,23.192307692307697,27.400000000000002,59.76923076923077,987.5307692307692,177.92307692307693,6.738461538461538,34.46153846153846,175.0,192.0
2019-03-30,3,2019-03-30,20.27692307692308,24.146153846153844,57.69230769230769,987.7076923076922,213.23076923076923,6.315384615384615,51.07692307692308,156.69230769230768,175.6153846153846
2019-03-31,3,2019-03-31,11.292307692307691,12.215384615384615,36.92307692307692,998.1153846153848,14.384615384615385,6.538461538461538,146.76923076923077,203.53846153846155,295.84615384615387
2019-04-01,4,2019-04-01,12.653846153846152,12.93846153846154,41.46153846153846,996.2692307692307,73.0,2.246153846153846,349.84615384615387,139.30769230769232,364.9230769230769
2019-04-02,4,2019-04-02,15.8,9.061538461538461,42.23076923076923,994.5461538461539,158.15384615384616,2.923076923076923,639.7692307692307,121.84615384615384,555.0
2019-04-03,4,2019-04-03,18.00769230769231,25.292307692307688,64.61538461538461,991.8,156.07692307692307,5.346153846153846,5.769230769230769,131.84615384615384,133.15384615384616
2019-04-04,4,2019-04-04,24.207692307692305,26.75384615384615,68.38461538461539,987.5999999999999,230.92307692307693,4.446153846153846,453.3076923076923,178.07692307692307,481.38461538461536
2019-04-05,4,2019-04-05,25.16923076923077,24.607692307692307,63.23076923076923,986.8307692307693,138.92307692307693,3.384615384615384,179.92307692307693,206.30769230769232,310.38461538461536
